user_id,feature_1,feature_2,feature_3,feature_4,feature_5
1.00003e+20,0.0,0.036774902497585873,0.026202984741354317,0.031097804607167337,0.31767155416824794
1.00004e+20,0.0,0.0,0.0,1.7705361982036938,0.0
1.00009e+20,0.0,0.0,0.0,0.0,0.8857547082641417
1.0001e+20,0.0,0.0,1.209843035715666,0.0,0.0
1.00012e+20,0.0,0.0075735071643268734,0.0,0.01387279128751338,0.3154523679818623
1.00014e+20,0.035968795444556174,0.0,0.0,0.0,0.2704982187879223
1.00016e+20,1.6501328252646392,0.04330314744616779,0.0,0.0,0.2880348638262646
1.00017e+20,0.0,0.0,0.0,0.0,0.3292659493518019
1.00018e+20,0.004703920928862483,0.053094544926099614,0.006017060753854929,0.0069237716315606575,0.07140088530872855
1.00023e+20,0.007484782675243354,0.01867254568284948,0.023109339064743554,0.0,0.12827091621792058
1.00024e+20,0.059039719279862714,0.0,0.0,0.0,0.38218022728127077
1.00025e+20,0.0,0.0,0.0,0.012281722144812804,0.28401606071894364
1.00026e+20,0.0,0.025616788306956573,0.0,0.5299898459938335,0.6377453833432072
1.00027e+20,0.02967219781066865,0.12499516344487718,0.9266443117340935,0.06763477015446676,0.030493413757265258
1.0003e+20,1.5626932289962543,0.06870314391097615,0.012270680068154695,0.03318806837831974,0.2414252754857262
1.00033e+20,0.006125916022349285,0.4275750712053394,0.022831497328574188,0.037572109344191425,0.16585097147594816
1.00036e+20,1.9342090432405545,0.0,0.0,0.0,0.0
1.00037e+20,1.9234156026268079,0.0,0.0,0.5153102499978333,0.10463885048529699
1.00038e+20,0.0,0.044081928173877946,0.051360061067122216,0.0,0.7761810051777022
1.00045e+20,0.022362970078702707,0.04003595803927462,0.000699594154256404,0.0191327168818238,0.030305456251307514
1.00047e+20,0.04842524961631912,0.0,0.0,0.0,0.35419142532692727
1.00049e+20,0.0387401996930553,0.0,0.0,0.0,0.2833531402615418
1.00054e+20,1.7297813050398136,1.6382797126122057,0.0,0.0,0.0
1.00058e+20,0.0,0.04383250063751134,0.8974102932234173,0.0,0.0
1.00059e+20,0.005249326046474704,0.010749684518607977,0.0069793113182130394,0.0014049494302194783,0.008132539703797787
1.0006e+20,0.0,0.0,0.002902366067254242,0.0,0.42170953989878573
1.00063e+20,0.0,0.0,0.0,0.012281722144812804,0.28401606071894364
1.00066e+20,0.0,0.0,0.008861663626189866,0.006074365601310907,0.007705336460493034
1.00067e+20,0.0,0.016004323814231537,0.0177734708120577,0.0033428476058914246,0.06263406199298326
1.00068e+20,0.0,0.03506600051000907,0.7179282345787339,0.0,0.0
1.00069e+20,0.04842524961631912,0.0,0.0,0.0,0.35419142532692727
1.0007e+20,1.1605254259443325,0.0,0.0,0.0,0.0
1.00072e+20,0.0,0.04999516178791237,0.004418582221927018,0.0007168305044281492,0.201171114726788
1.00073e+20,0.0,0.0,0.0,0.5169066230533264,0.1519659525372542
1.00074e+20,0.028775036355644937,0.0,0.0,0.0,0.21639857503033788
1.00078e+20,0.0,0.0,1.2196503609810319,0.0027520169702188726,0.0
1.00079e+20,0.0,0.026729757647009744,0.03525651196202541,0.0,0.4987224877256528
